index,x,y
714,-94.012303,44.971272
715,-94.012297,44.989026
716,-94.0122969,45.0801232
717,-94.012277,45.161842
718,-94.01227,44.930011
719,-94.012269,44.906068
720,-94.012266,44.660632
721,-94.012247,45.159281
722,-94.012235,44.986054
723,-94.01221,45.051129
724,-94.0122079,45.0944783
725,-94.0121629,44.5433632
726,-94.012156,45.152193
727,-94.012116,45.061381
728,-94.012074,44.875599
729,-94.012071,45.075454
730,-94.012063,45.112403
731,-94.012053,45.123195
732,-94.01204,45.189005
733,-94.011983,44.947603
734,-94.011845,44.962199
735,-94.0118151,44.6790769
736,-94.0118077,44.6800901
737,-94.0118033,44.6780709
738,-94.0117993,44.6809784
739,-94.0117914,44.6770609
740,-94.011608,45.227504
741,-94.0113895,44.6823611
742,-94.011317,44.930536
743,-94.011171,44.550442
744,-94.011152,44.775154
745,-94.011093,44.557377
746,-94.011038,44.562316
747,-94.010929,44.572232
748,-94.01077,45.224623
749,-94.010768,45.226543
750,-94.010662,45.379471
751,-94.010624,44.985951
752,-94.01059,44.593931
753,-94.010524,44.596355
754,-94.010512,44.644528
755,-94.010507,44.983832
756,-94.010497,44.626064
757,-94.010494,44.717464
758,-94.010493,44.629986
759,-94.010487,44.622306
760,-94.010485,44.604769
761,-94.010476,44.615561
762,-94.010476,44.718796
763,-94.010473,44.61906
764,-94.010467,45.384688
765,-94.010465,44.724752
766,-94.010424,44.601156
767,-94.010424,44.731906
768,-94.010413,44.6664514
769,-94.010379,45.227572
770,-94.010376,44.87757
771,-94.01037,45.227819
772,-94.010354,44.739075
773,-94.010348,45.225857
774,-94.0103401,44.6770434
775,-94.010339,44.659024
776,-94.0103372,44.6800841
777,-94.0103326,44.678057
778,-94.0103316,44.679069
779,-94.0103293,44.6751338
780,-94.0103266,44.6809927
781,-94.010325,44.660477
782,-94.0103244,44.6763511
783,-94.010292,44.746355
784,-94.010209,45.036677
785,-94.010208,44.765854
786,-94.01019,45.038302
787,-94.010183,44.768197
788,-94.010181,44.767963
789,-94.01014,44.702856
790,-94.010114,44.775168
791,-94.010098,44.699422
792,-94.010083,44.780345
793,-94.010074,44.782377
794,-94.010066,44.939281
795,-94.010042,44.855137
796,-94.010036,44.825932
797,-94.010034,44.818486
798,-94.010031,44.818754
799,-94.010027,44.840553
800,-94.010022,44.816861
801,-94.010021,44.803989
802,-94.010007,44.846359
803,-94.01,44.799025
804,-94.0099785,44.8806149
805,-94.009961,44.688199
806,-94.009933,45.325685
807,-94.009873,44.855136
808,-94.009809,44.948011
809,-94.009796,44.818613
810,-94.009772,44.6770411
811,-94.009763,45.228554
812,-94.009714,44.6758085
813,-94.00969,44.85149
814,-94.009683,44.87789
815,-94.009588,44.877936
816,-94.009577,44.717458
817,-94.00955,44.949611
818,-94.0095427,44.6773694
819,-94.0095407,44.6760246
820,-94.009413,45.172965
821,-94.009391,44.557377
822,-94.009337,45.035183
823,-94.009282,44.51795
824,-94.00926,44.5075
825,-94.009239,44.509556
826,-94.009213,45.036615
827,-94.009189,44.514749
828,-94.009024,44.487247
829,-94.0090141,44.6780529
830,-94.009008,44.573421
831,-94.0089306,44.6790667
832,-94.0089233,44.6810008
833,-94.0089231,44.6800866
834,-94.0089184,44.6781881
835,-94.008902,45.166893
836,-94.00881,44.908186
837,-94.008729,45.19019
838,-94.0087116,44.6771237
839,-94.0087043,45.382535
840,-94.008552,45.360177
841,-94.0084468,45.382957
842,-94.008385,45.014658
843,-94.008232,44.6790987
844,-94.0081609,44.6772144
845,-94.0081203,44.6792763
846,-94.008094,44.906079
847,-94.008083,44.562337
848,-94.008017,45.016557
849,-94.007987,45.224576
850,-94.007941,44.93484
851,-94.0079404,45.3837889
852,-94.0079061,44.6791847
853,-94.00789,45.225239
854,-94.007856,45.327593
855,-94.0078406,44.6762423
856,-94.0076826,44.6784802
857,-94.007501,45.226267
858,-94.0075,45.226567
859,-94.007488,44.680088
860,-94.007392,45.007456
861,-94.007382,44.699153
862,-94.007361,45.277768
863,-94.0073526,44.678925
864,-94.0073138,45.3851814
865,-94.007282,44.702814
866,-94.007264,45.166892
867,-94.007196,44.701284
868,-94.00718,44.780212
869,-94.007091,44.985912
870,-94.00707,44.984532
871,-94.007026,45.174031
872,-94.006983,45.352451
873,-94.006983,45.354676
874,-94.0068504,45.3851091
875,-94.0068302,44.6809837
876,-94.0066056,44.6798845
877,-94.006564,44.938075
878,-94.006499,45.224575
879,-94.0064682,44.6798277
880,-94.006415,45.262886
881,-94.0064,45.226564
882,-94.006374,45.227237
883,-94.0062977,45.2378813
884,-94.0062849,45.2368628
885,-94.0062812,45.2383352
886,-94.0062762,45.2297413
887,-94.0062722,45.235126
888,-94.006235,45.23077
889,-94.0061826,44.6775559
890,-94.005889,45.382258
891,-94.005781,44.509279
892,-94.005427,44.933759
893,-94.005393,45.2290694
894,-94.0053751,44.6777021
895,-94.005304,45.04883
896,-94.00522,45.042324
897,-94.005167,45.328037
898,-94.0051105,44.676719
899,-94.0050836,45.201079
900,-94.0050118,44.6764247
901,-94.0049823,45.224559
902,-94.0049578,45.2351743
903,-94.0049263,45.2297003
904,-94.0049249,45.2289589
905,-94.0049234,45.2368826
906,-94.0049005,45.2305757
907,-94.0048895,45.233667
908,-94.0048822,45.2321633
909,-94.00488,45.22654
910,-94.004854,45.277252
911,-94.004821,45.228011
912,-94.004813,45.32566
913,-94.004807,45.330964
914,-94.00479,45.281339
915,-94.004734,45.274334
916,-94.004706,44.876881
917,-94.004681,44.733497
918,-94.004649,44.731915
919,-94.004589,44.933286
920,-94.004335,44.875264
921,-94.004318,45.2288204
922,-94.004284,44.765942
923,-94.0042672,45.2296974
924,-94.004245,44.888816
925,-94.004244,45.051019
926,-94.004189,45.2629
927,-94.004157,44.968942
928,-94.004136,45.242793
929,-94.0041,45.244755
930,-94.0041,45.328266
931,-94.004084,45.245607
932,-94.004075,44.971208
933,-94.004051,45.226527
934,-94.004049,45.227889
935,-94.003995,45.036516
936,-94.003958,45.256163
937,-94.00368,44.570146
938,-94.003647,45.029101
939,-94.003523,45.026583
940,-94.0035102,45.2245318
941,-94.0034442,45.2265057
942,-94.0034371,44.6770172
943,-94.0034168,45.227728
944,-94.0033985,45.2286283
945,-94.0033542,45.2296838
946,-94.0033406,44.6777604
947,-94.0033003,45.230569
948,-94.0032823,45.2368315
949,-94.0031917,44.6817475
950,-94.0031796,45.2355953
951,-94.003139,44.572234
952,-94.0031181,44.6805957
953,-94.003096,45.382824
954,-94.0030341,44.6794613
955,-94.003021,45.104881
956,-94.002793,45.116009
957,-94.0027,45.0942769
958,-94.002637,45.035203
959,-94.002593,45.123174
960,-94.002564,45.124558
961,-94.002543,44.633699
962,-94.002513,45.226481
963,-94.002503,45.227577
964,-94.0024877,45.2113743
965,-94.002447,45.00029
966,-94.002399,45.329784
967,-94.002393,45.130338
968,-94.002288,44.958376
969,-94.002283,44.958206
970,-94.002237,44.960467
971,-94.00223,45.244753
972,-94.002201,44.994982
973,-94.002198,44.949711
974,-94.002188,44.941933
975,-94.002174,44.939078
976,-94.002172,44.936646
977,-94.002153,44.933083
978,-94.002078,45.391753
979,-94.002071,44.925215
980,-94.0020413,45.2384225
981,-94.002018,44.895119
982,-94.002012,44.900129
983,-94.00201,44.899546
984,-94.001995,44.906069
985,-94.0019864,45.2208072
986,-94.001965,45.381844
987,-94.001959,45.046346
988,-94.0019456,45.2321266
989,-94.0019429,45.234588
990,-94.001937,45.2335766
991,-94.0019232,45.2258368
992,-94.0019151,45.2306629
993,-94.0019042,45.2368122
994,-94.0019019,45.2297096
995,-94.0019009,45.2264514
996,-94.0018965,45.2355886
997,-94.001893,45.2377948
998,-94.0018895,45.2283258
999,-94.001884,44.995469
1000,-94.0018802,45.2274609
1001,-94.0018703,45.2244967
1002,-94.001862,44.960594
1003,-94.001857,45.050987
1004,-94.0018041,45.0805516
1005,-94.001772,44.894578
1006,-94.001595,45.210923
1007,-94.001413,45.226449
1008,-94.001381,45.209554
1009,-94.0013105,44.6880695
1010,-94.001148,44.840414
1011,-94.001135,45.035011
1012,-94.000961,44.876762
1013,-94.000933,45.225852
1014,-94.000905,44.884302
1015,-94.000901,45.225098
1016,-94.00089,44.889386
1017,-94.000881,44.8622
1018,-94.000866,44.89153
1019,-94.000828,45.133992
1020,-94.000815,45.124557
1021,-94.000723,44.633121
1022,-94.000719,44.633594
1023,-94.000709,44.6738678
1024,-94.0007036,44.6776952
1025,-94.0006904,44.6793085
1026,-94.00069,44.658974
1027,-94.000687,44.6785628
1028,-94.000651,44.63728
1029,-94.00065,44.529291
1030,-94.0006467,44.6817037
1031,-94.000633,44.644523
1032,-94.0006263,44.6840475
1033,-94.000579,45.124994
1034,-94.0005696,44.6880376
1035,-94.00054,45.2306651
1036,-94.000538,45.230985
1037,-94.000533,45.230205
1038,-94.000512,45.03645
1039,-94.000458,44.531091
1040,-94.0004538,45.2296631
1041,-94.000435,44.942275
